# persist.sys.fanctrl.by.temperatue=0, stock ladder disabled
epoch,step,phase,level_cmd,duty_cmd,adc,fan_rb,level_rb,led_status,pll,ddr,sar
1788606809,1,4:40,4,40,1291,40,4,1,58700,60700,55000
1788606810,1,4:40,4,40,1293,40,4,1,58500,60500,54800
1788606811,1,4:40,4,40,1296,40,4,1,58500,60400,54800
1788606813,1,4:40,4,40,1302,40,4,1,57700,60000,54300
1788606814,1,4:40,4,40,1302,40,4,1,58000,60300,54500
1788606815,1,4:40,4,40,1305,40,4,1,58400,60500,54600
1788606816,1,4:40,4,40,1308,40,4,1,57600,60600,54400
1788606818,1,4:40,4,40,1309,40,4,1,58000,60700,54400
1788606819,1,4:40,4,40,1314,40,4,1,58400,60300,54400
1788606820,1,4:40,4,40,1315,40,4,1,57700,59900,54300
1788606822,1,4:40,4,40,1315,40,4,1,58100,59800,54000
1788606823,1,4:40,4,40,1320,40,4,1,57900,60500,54200
1788606824,1,4:40,4,40,1325,40,4,1,57900,60600,54400
1788606826,1,4:40,4,40,1323,40,4,1,57800,59800,54100
1788606827,1,4:40,4,40,1323,40,4,1,57300,60100,54000
1788606828,1,4:40,4,40,1328,40,4,1,57800,59800,54100
1788606829,1,4:40,4,40,1330,40,4,1,57800,60200,54000
1788606831,1,4:40,4,40,1331,40,4,1,57300,59600,53900
1788606832,1,4:40,4,40,1332,40,4,1,57400,59200,53800
1788606833,1,4:40,4,40,1337,40,4,1,57500,59900,54000
1788606835,1,4:40,4,40,1337,40,4,1,57300,59500,53800
1788606836,1,4:40,4,40,1339,40,4,1,57100,59800,53700
1788606837,1,4:40,4,40,1341,40,4,1,57000,59400,53600
1788606838,1,4:40,4,40,1346,40,4,1,57600,59700,53700
1788606840,1,4:40,4,40,1346,40,4,1,57100,59400,53600
1788606841,1,4:40,4,40,1347,40,4,1,57100,59700,53600
1788606842,1,4:40,4,40,1350,40,4,1,57000,59200,53500
1788606844,1,4:40,4,40,1353,40,4,1,57600,59400,53600
1788606845,1,4:40,4,40,1353,40,4,1,57100,59200,53500
1788606846,1,4:40,4,40,1356,40,4,1,56900,59100,53400
1788606848,1,4:40,4,40,1359,40,4,1,56800,59100,53300
1788606849,1,4:40,4,40,1360,40,4,1,56900,59100,53400
1788606850,1,4:40,4,40,1360,40,4,1,57000,59100,53300
1788606851,1,4:40,4,40,1361,40,4,1,57000,59000,53200
1788606853,1,4:40,4,40,1362,40,4,1,56800,58600,53100
1788606854,1,4:40,4,40,1366,40,4,1,56800,59400,53200
1788606855,1,4:40,4,40,1366,40,4,1,57000,59100,53300
1788606857,1,4:40,4,40,1369,40,4,1,56800,58400,53100
1788606858,1,4:40,4,40,1370,40,4,1,56800,58800,53000
1788606859,1,4:40,4,40,1371,40,4,1,56700,59100,53200
1788606860,1,4:40,4,40,1377,40,4,1,56700,58700,53000
